Clause_ID,Clause_Text,Category,Subcategory,Vulnerability_Level,Annotation_Notes,Key_Terms,Clause_Context,Policy_Type,Vulnerability_Score
C3537,"Investigation & Evaluation (Excl04)
a) Expenses related to any admission primarily for diagnostics and evaluation purposes only are excluded even if
the same requires confinement at a Hospital.",Exclusion,Diagnostic and Evaluation Exclusions,High,"This clause excludes expenses related to investigations and evaluations primarily for diagnostic and evaluation purposes, even if they require confinement at a hospital.","['Investigation', 'Evaluation', 'Excl04', 'Diagnostics', 'Confinement', 'Hospital', 'Expenses']",high Exclusion,Health,3
C3538,"b) Any diagnostic expenses which are not related or not incidental to the current diagnosis and treatment are
excluded.",Exclusion,Treatment Exclusions,High,This clause pertains to expenses not related or not incidental to the current diagnosis and treatment.,"['diagnostic expenses', 'current diagnosis', 'treatment', 'excluded']",high Exclusion,Health,3
C3539,"Rest Cure, rehabilitation and respite care (Excl05)
a) Expenses related to any admission primarily for enforced bed rest and not for receiving treatment.",Exclusions,Medical Services,Medium,"This clause pertains to the exclusion of certain expenses related to rest cure, rehabilitation, and respite care.","['Rest Cure', 'Rehabilitation', 'Respite Care', 'Excl05', 'Expenses', 'Enforced bed rest', 'Treatment']",high Exclusion,Health,3
C3540,"This also
includes:
i. Custodial care either at home or in a nursing facility for personal care such as help with activities of daily living
such as bathing, dressing, moving around either by skilled nurses or assistant or non-skilled persons.",Coverage,Care Services,High,"This clause pertains to the coverage of custodial care in a nursing facility or at home, including help with activities of daily living.","['Custodial care', 'Nursing facility', 'Activities of daily living', 'Bathing', 'Dressing', 'Moving around']",high Coverage,Health,3
C3541,"Any services for people who are terminally ill to address medical, physical, social, emotional and spiritual
needs.",Coverage,Terminal Illness Care,High,"This clause pertains to services provided for terminally ill individuals, addressing various needs such as medical, physical, social, emotional, and spiritual.","['terminally ill', 'services', 'medical needs', 'physical needs', 'social needs', 'emotional needs', 'spiritual needs']",high Coverage,Health,3
C3542,"Circumcision unless required for the treatment of Illness or Accidental bodily injury,
6.",Coverage,Specific Treatment,Medium,"The clause specifies a condition for coverage of a specific medical procedure (circumcision), but it does not explicitly state the conditions under which it is excluded or limited.","['Circumcision', 'Treatment', 'Illness', 'Accidental bodily injury']",high Coverage,Health,3
C3543,"Obesity/Weight Control (Excl06)
Expenses related to the surgical treatment of obesity that does not fulfil all the below conditions:
1) Surgery to be conducted is upon the advice of the Doctor
2) The surgery/Procedure conducted should be supported by clinical protocols
3) The member has to be 18 years of age or older and
4) Body Mass Index (BMI);
a) greater than or equal to 40 or
b) greater than or equal to 35 in conjunction with any of the following severe co-morbidities following failure
of less invasive methods of weight loss:
i. Obesity-related cardiomyopathy
ii.",Obesity Treatment,Surgical Treatment Exclusions,High,This clause outlines the conditions for surgical treatment of obesity to be covered under the health insurance policy.,"['Obesity', 'Weight Control', 'Surgical Treatment', 'Excl06', ""Doctor's advice"", 'Clinical protocols', 'Member age', 'Body Mass Index (BMI)', '40', '35', 'Severe co-morbidities', 'Obesity-related cardiomyopathy']",high Exclusion,Health,3
C3544,"Coronary heart disease
iii.",Disease Coverage,Cardiovascular Diseases,High,This clause pertains to coverage for Coronary Heart Disease.,['Coronary heart disease'],high Coverage,Health,3
C3545,"Severe Sleep Apnea
iv.",Disease Coverage,Specific Conditions,High,This clause pertains to the coverage of Severe Sleep Apnea.,['Severe Sleep Apnea'],high Coverage,Health,3
C3546,"Uncontrolled Type2 Diabetes
7.",Disease Coverage,Chronic Diseases,High,"This clause specifically mentions Type 2 Diabetes, a chronic disease.",['Uncontrolled Type2 Diabetes'],low Coverage,Health,1
C3547,"Change-of-gender treatments (Excl07)
Expenses related to any treatment, including surgical management, to change characteristics of the body to those of
the opposite sex.",Coverage,Gender Transition Treatment,Medium,"This clause pertains to the coverage of expenses related to gender transition treatments, including surgical management.","['Change-of-gender treatments', 'surgical management', 'opposite sex']",high Coverage,Health,3
C3548,"Cosmetic or plastic Surgery (Excl08)
Expenses for cosmetic or plastic surgery or any treatment to change appearance unless for reconstruction following
an Accident, Burn(s) or Cancer or as part of medically necessary treatment to remove a direct and immediate health
risk to the insured.",Cosmetic Surgery,Exclusion,Medium,"Excludes cosmetic surgery unless for reconstruction following an accident, burns, or cancer, or as part of medically necessary treatment to remove a direct and immediate health risk to the insured.","['Cosmetic Surgery', 'Plastic Surgery', 'Excl08', 'Accident', 'Burn(s)', 'Cancer', 'Reconstruction', 'Appearance', 'Treatment', 'Health Risk']",high Exclusion,Health,3
C3549,"For this to be considered a medical necessity, it must be certified by the attending Medical
Practitioner.",Coverage,Medical Necessity,Medium,Requires certification by attending Medical Practitioner for coverage.,"['Medical Necessity', 'Attending Medical Practitioner']",high Coverage,Health,3
C3550,"Hazardous or Adventure Sports (Excl09)
Expenses related to any treatment necessitated due to participation as a professional in hazardous or adventure
sports, including but not limited to, para-jumping, rock climbing, mountaineering, rafting, motor racing, horse racing or
scuba diving, hand gliding, sky diving, deep-sea diving.",Exclusion,Sports and Activities,High,This clause pertains to the exclusion of coverage for expenses related to treatment necessitated due to participation in hazardous or adventure sports.,"['Hazardous or Adventure Sports', 'Excl09', 'treatment', 'para-jumping', 'rock climbing', 'mountaineering', 'rafting', 'motor racing', 'horse racing', 'scuba diving', 'hand gliding', 'sky diving', 'deep-sea diving']",high Exclusion,Health,3
C3551,"Excluded Providers (Excl11)
Expenses incurred towards treatment in any hospital or by any Medical Practitioner or any other provider
specifically excluded by the Insurer and disclosed in its website / notified to the policyholders are not admissible.",Exclusion,Specific Exclusions,High,This clause specifies that certain providers are excluded from coverage and the list of these excluded providers can be found on the insurer's website or has been notified to the policyholders.,"['Excluded Providers', 'Treatment', 'Hospital', 'Medical Practitioner', 'Insurer', 'Website', 'Notified', 'Policyholders']",high Exclusion,Health,3
C3552,"However, in case of life threatening situations or following an accident, expenses up to the stage of stabilization
are payable but not the complete claim.",Exclusion,Claim Limit,High,This clause specifies a limitation on the full payment of a claim in certain circumstances.,"['life threatening situations', 'accident', 'expenses', 'stabilization', 'claim']",high Exclusion,Health,3
C3553,"Treatment for Alcoholism, drug or substance abuse or any addictive condition and consequences thereof.",Treatment,Substance Abuse,High,"This clause pertains to the coverage of treatment for alcoholism, drug or substance abuse, and any addictive conditions.","['Treatment', 'Alcoholism', 'Drug or substance abuse', 'Addictive condition', 'Consequences']",high Coverage,Health,3
